Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Assign to team),Custom field (Backlog Weight),Custom field (Business Value),Custom field (Due Date),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Flagged),Custom field (Funding Source),Custom field (Impact),Custom field (Pre-Condition),Custom field (Previous Names),Custom field (Product Line(s)),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Requirements),Custom field (SimV Story Points Deprecated),Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Custom field (T-Shirt),Custom field (Zephyr Teststep),Comment,Comment,Comment,Comment,Comment
Implement client-side validation,MMP-500,19720,19186,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,DavidTuell,DavidTuell,3/23/2015 8:34,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,28800,1800,,0%,28800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxfg7:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Change low positive numbers from red to black,MMP-501,19721,19186,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,DavidTuell,DavidTuell,3/23/2015 8:35,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxfgf:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Implement server-side validation,MMP-502,19722,19186,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,DavidTuell,DavidTuell,3/23/2015 8:35,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,28800,0,,0%,28800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxfgn:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Implement feedback for invalid saves,MMP-503,19723,19186,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,DavidTuell,DavidTuell,3/23/2015 8:35,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxfgv:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Change buttons to menu system,MMP-498,19718,19647,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,3/23/2015 8:31,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,21600,0,,0%,21600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxffr:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Rewire any event handlers necessary,MMP-499,19719,19647,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,3/23/2015 8:31,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,21600,0,,0%,21600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxffz:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Draft high-level architecture sections,MMP-494,19714,19451,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,3/23/2015 8:28,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxfev:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Draft component and supportability sections,MMP-495,19715,19451,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,3/23/2015 8:29,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,21600,0,,0%,21600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxff3:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Draft Execution Flow Diagrams,MMP-496,19716,19451,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,3/23/2015 8:29,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,57600,0,,0%,57600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxffb:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Draft Threat Modeling Sections,MMP-497,19717,19451,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,3/23/2015 8:29,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,57600,0,,0%,57600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxffj:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Implement new page and enable Home/Side links,MMP-504,19724,17126,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,3/23/2015 8:36,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxfh3:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Add and configure multi-tier table,MMP-505,19725,17126,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,3/23/2015 8:36,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,28800,0,,0%,28800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxfhb:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Implement rollup queries by PM,MMP-506,19726,17126,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,3/23/2015 8:37,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,28800,0,,0%,28800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxfhj:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Render stars on the same line,MMP-490,19710,18603,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewDavis,DavidTuell,DavidTuell,3/23/2015 8:27,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,21600,0,,0%,21600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxfdz:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Fix drag reorder system to allow all nodes to pass stars and custom,MMP-491,19711,18603,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewDavis,DavidTuell,DavidTuell,3/23/2015 8:27,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,28800,0,,0%,28800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxfe7:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
Implement/Fix Z-Ordering,MMP-492,19712,18603,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewDavis,DavidTuell,DavidTuell,3/23/2015 8:28,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,57600,0,,0%,57600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxfef:,9.22337E+18,,,MMP Sprint 11,,,,,,,,,,,
ROLLOVER: Save Row Reordering in Roadmaps,MMP-489,19708,,Bug,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,3/20/2015 13:44,1/10/2020 13:12,6/1/2021 9:14,,,1.0.1,,0,,,,,28800,0,,0%,28800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxegn:,9.22337E+18,,,MMP Sprint 11,,,,2,,,,,,,
ROLLOVER: Edit Development Effort Funding Type Names Inline,MMP-488,19707,,Bug,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,3/20/2015 13:44,1/10/2020 13:12,6/1/2021 9:14,,,1.0.1,,0,,,,,28800,0,,0%,28800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxegf:,9.22337E+18,,,MMP Sprint 11,,,,2,,,,,,,
ROLLOVER: Add Totals Row for Development Effort Funding Tables,MMP-487,19706,,Bug,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,3/20/2015 13:44,1/10/2020 13:12,6/1/2021 9:14,,,1.0.1,,0,,,,,28800,0,,0%,28800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxeg7:,9.22337E+18,,,MMP Sprint 11,,,,2,,,,,,,
Display acronym in left hand panel with other information,MMP-485,19698,18602,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,JosefKoza,JosefKoza,3/19/2015 9:41,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,"On the Roadmap page, custom events should have their Acronym field displayed on the left hand panel with the other event information.",,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxefr:,9.22337E+18,,,MMP Sprint 10,,,,,,,,,,,
Add Checkboxes to Funding and Schedule Tables,MMP-466,19649,,Improvement,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewDavis,DavidTuell,DavidTuell,3/16/2015 15:58,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,"Per HSI Review 1:

""Improve consistency by adding check boxes to this section (funding and schedule tables for both Programs and Dev Efforts). Keep the checkboxes throughout MMP. ""

Add checkboxes to the subrecord tables (Dev Effort Funding and Schedule, Program Schedule). The checkboxes are used only to select rows.",,,,,,,,,,,,,,,26/May/15 10:32 AM;DavidTuell;MMP-466.docx;https://jira.dev.simventions.com/secure/attachment/12537/MMP-466.docx,,,#NAME?,,,,,,MMP-72,,,,MMP,,,,USMC,2|hzxez3:,9.22337E+18,HSI Review 1 - Item 20,,MMP Sprint 15,,,,5,,,,,,,
Update Roadmap Legend for Slides,MMP-470,19653,,Improvement,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,3/16/2015 16:52,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,The Roadmap Legend image needs to be updated and stored in a way to allow for it to be part of the MMP Roadmap slides. (Part of the template is ok for now).,,,,,,,,,,,,,,,25/May/15 7:34 AM;MatthewSerbinski;Roadmap Legend.pptx;https://jira.dev.simventions.com/secure/attachment/12534/Roadmap+Legend.pptx,25/May/15 7:34 AM;MatthewSerbinski;roadmap legend.jpg;https://jira.dev.simventions.com/secure/attachment/12533/roadmap+legend.jpg,,#NAME?,,,,,,,,,,MMP,,,,USMC,2|hzxeyv:,9.22337E+18,,,MMP Sprint 15,,,,5,,,,,,,
Clarify and Reorganize Menu in Top-Right Corner,MMP-461,19642,,Story,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,3/16/2015 15:06,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,The purpose of the menu in the top-right corner is unclear to users. Utilize different iconography and clean up the menu so it's functions are more logically grouped.,,,,,,,,,,,,,,,14/May/15 2:19 PM;DavidTuell;MMP-461.docx;https://jira.dev.simventions.com/secure/attachment/12491/MMP-461.docx,,,"- User Profile link is removed
- Renamed ""Old Site"" to something else.
- Changed icon for the menu to better reflect a utility menu
- Added an appropriate label to clarify/describe the icon.",,,,,,MMP-72,,,,MMP,,,,USMC,2|hzxevb:,9.22337E+18,HSI Review 1 - Item 10,,MMP Sprint 14,,,,2,,,,,,,
NMCI Laptop Resolution Issues,MMP-455,19636,,Improvement,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,JosefKoza,DavidTuell,DavidTuell,3/16/2015 13:50,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,"The Roadmap page is difficult to navigate on NMCI laptop resolutions or projector screens. Developmental testing has mostly been done on 1080p monitors. Make the size of the roadmap tool icons smaller (and possibly rearrange) to accommodate smaller resolutions.

On the home page, shrink the MMP logo so the home page is usable at smaller resolutions.",,,,,,,,,,,,,,,14/May/15 2:18 PM;DavidTuell;MMP-455.docx;https://jira.dev.simventions.com/secure/attachment/12488/MMP-455.docx,,,#NAME?,,,,,,MMP-71,,,,MMP,,,,USMC,2|hzxetz:,9.22337E+18,HSI Review 1 - Item 1,,MMP Sprint 14,,,,5,,,,,,,
Add Ability to Derive Generated Data from Linked Objects,MMP-469,19652,,Improvement,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,3/16/2015 16:48,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,"To display correct information for JCAs, STOs, and TRL dates, we need to implement the capability to specify those fields in the template, plus derive them from linked records in the export implementation.

(OK if this is done more specific to MMP compared to base record fields).",,,,,,,,,,,,,,,30/Apr/15 6:16 PM;JosefKoza;MMP Code Review Checklist - MMP-469.docx;https://jira.dev.simventions.com/secure/attachment/12460/MMP+Code+Review+Checklist+-+MMP-469.docx,,,#NAME?,,,,,,MMP-2,,,,MMP,,,,USMC,2|hzxepj:,9.22337E+18,,,MMP Sprint 13,,,,8,,,30/Apr/15 6:16 PM;JosefKoza;No findings.  Set Ready for Test.,,,,
Update MMP Taxonomy to support STO objects,MMP-453,19632,,Task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,JosefKoza,DavidTuell,DavidTuell,3/16/2015 13:01,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,"The customer has provided the information for the STO (Science and Technology Objectives) objects that we need to create for linking to development efforts. The following data entry tasks need to be performed on both our development database as well as on the live site at Dam Neck (https://mmp.navseadn.navy.mil)

1) Create object type named ""Science and Technology Objectives""
2) Add captions to describe use of ShortName and Description fields (no need to add)
3) Add the category values as valid SubType values (see attached spreadsheet)
4) Enter the STO objects according to the spreadsheet.
5) Make STO objects relatable to Development Efforts",,,,,,,,,,,,,,,16/Mar/15 1:22 PM;DavidTuell;2012 USMC STOs.xlsx;https://jira.dev.simventions.com/secure/attachment/12323/2012+USMC+STOs.xlsx,,,"- All data entry requirements completed for development database.
- All data entry requirements completed for production database.
- Taxonomy changes are documented to ensure they are performed in Release 2. Release 2 changes document is available on SharePoint.",,,,,,MMP-5,,,,,,,,,2|hzxelr:,9.22337E+18,HSI Review 1 - Item 23,,MMP Sprint 12,,,,5,,,08/Apr/15 10:20 AM;JosefKoza;Documented steps to make appropriate changes to the DamNeck deployment in Word doc (MMP Taxonomy Change Log) on MMP SharePoint site (http://simvsp/sites/AMG/MCG/MMP/Technical%20Data%20%20Reports/Forms/AllItems.aspx?InitialTabId=Ribbon%2EDocument&VisibilityContext=WSSTabPersistence).,09/Apr/15 10:33 AM;DavidTuell;No source code modified for this task. Code review not required.,,,
Save State of Filters on Tables,MMP-459,19640,,Task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,3/16/2015 14:50,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,"Per HSI Review 1:

All selected filters are lost when the user clicks the back button that is connected to the browser and/or the links in the bread crumb trail. 

Allow the user to go back a page without losing all of the filters they selected. 

(Matt S has already done work on this, see the dataTable_state_saving branch)",,28800,0,,0%,28800,0,,,,,,,,23/Mar/15 1:53 PM;DavidTuell;MMP-459.docx;https://jira.dev.simventions.com/secure/attachment/12342/MMP-459.docx,,,- Filters are retained when the user clicks the 'Back' button or returns to a table view.,,,,,,MMP-71,,,,MMP,,,,USMC,2|hzxehr:,9.22337E+18,,,MMP Sprint 11,,,,2,,,,,,,
Update UI code to report row order when a row is dropped,MMP-430,19529,18850,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,3/9/2015 16:16,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxdyn:,9.22337E+18,,,MMP Sprint 10,,,,,,,,,,,
Update UI code to submit row order to server,MMP-431,19530,18850,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,3/9/2015 16:37,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxdyv:,9.22337E+18,,,MMP Sprint 10,,,,,,,,,,,
Implement server-side code to save new row order,MMP-432,19531,18850,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,3/9/2015 16:38,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,28800,0,,0%,28800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxdz3:,9.22337E+18,,,MMP Sprint 10,,,,,,,,,,,
Add inline editing property to existing funding type column,MMP-448,19550,18599,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,DavidTuell,DavidTuell,3/10/2015 10:12,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxe4f:,9.22337E+18,,,MMP Sprint 10,,,,,,,,,,,
Modify logic to create new row to use inline editing,MMP-449,19551,18599,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,JosefKoza,DavidTuell,DavidTuell,3/10/2015 10:12,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,28800,0,,0%,28800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxe4n:,9.22337E+18,,,MMP Sprint 10,,,,,,,,,,,
Write SQL statement or stored procedure to update multiple funding nodes,MMP-450,19552,18599,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,,DavidTuell,DavidTuell,3/10/2015 10:13,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,,,28800,0,,0%,28800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxe4v:,9.22337E+18,,,MMP Sprint 10,,,,,,,,,,,
